É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/05/31 13:19:27

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2014/5/29,30.0,8,1,20.8,8,1,54,8,1
2014/5/30,27.5,8,1,18.9,8,1,65,8,1
2014/5/31,28.5,8,1,20.0,8,1,60,8,1
2014/6/1,24.6,8,1,17.9,8,1,54,8,1
2014/6/2,28.7,8,1,21.5,8,1,44,8,1
2014/6/3,32.9,8,1,23.9,8,1,45,8,1
2014/6/4,33.7,8,1,23.9,8,1,47,8,1
2014/6/5,26.6,8,1,21.8,8,1,47,8,1
2014/6/6,20.4,8,1,18.8,8,1,62,8,1
2014/6/7,20.6,8,1,18.0,8,1,67,8,1
2014/6/8,20.5,8,1,18.1,8,1,82,8,1
2014/6/9,24.4,8,1,19.7,8,1,80,8,1
2014/6/10,23.9,8,1,19.6,8,1,76,8,1
2014/6/11,21.8,8,1,18.7,8,1,78,8,1
2014/6/12,22.1,8,1,17.9,8,1,83,8,1
2014/6/13,17.8,8,1,15.7,8,1,92,8,1
2014/6/14,19.1,8,1,15.0,8,1,79,8,1
2014/6/15,19.2,8,1,16.2,8,1,88,8,1
2014/6/16,17.1,8,1,15.7,8,1,92,8,1
2014/6/17,21.2,8,1,17.0,8,1,85,8,1
2014/6/18,20.5,8,1,16.9,8,1,87,8,1
2014/6/19,18.0,8,1,15.6,8,1,86,8,1
2014/6/20,17.2,8,1,14.9,8,1,82,8,1
2014/6/21,19.1,8,1,15.3,8,1,80,8,1
2014/6/22,24.3,8,1,16.6,8,1,79,8,1
2014/6/23,20.2,8,1,16.6,8,1,76,8,1
2014/6/24,23.1,8,1,17.3,8,1,73,8,1
2014/6/25,26.7,8,1,20.0,8,1,70,8,1
2014/6/26,29.2,8,1,21.3,8,1,67,8,1
2014/6/27,28.1,8,1,22.6,8,1,68,8,1
2014/6/28,25.9,8,1,21.9,8,1,73,8,1
2014/6/29,25.5,8,1,21.8,8,1,69,8,1
2014/6/30,27.4,8,1,21.2,8,1,65,8,1
2014/7/1,26.5,8,1,21.2,8,1,70,8,1
2014/7/2,24.9,8,1,21.4,8,1,75,8,1
2014/7/3,27.0,8,1,21.6,8,1,75,8,1
2014/7/4,27.5,8,1,22.3,8,1,66,8,1
2014/7/5,24.1,8,1,20.2,8,1,65,8,1
2014/7/6,22.4,8,1,19.8,8,1,72,8,1
2014/7/7,28.3,8,1,21.8,8,1,72,8,1
2014/7/8,26.9,8,1,21.9,8,1,74,8,1
2014/7/9,25.3,8,1,21.3,8,1,73,8,1
2014/7/10,21.9,8,1,20.3,8,1,83,8,1
2014/7/11,26.9,8,1,21.0,8,1,80,8,1
2014/7/12,21.9,8,1,19.7,8,1,77,8,1
2014/7/13,27.9,8,1,22.5,8,1,75,8,1
2014/7/14,28.6,8,1,24.0,8,1,69,8,1
2014/7/15,30.6,8,1,25.5,8,1,57,8,1
2014/7/16,29.5,8,1,24.3,8,1,63,8,1
2014/7/17,28.5,8,1,24.2,8,1,71,8,1
2014/7/18,29.4,8,1,23.9,8,1,65,8,1
2014/7/19,25.4,8,1,21.9,8,1,67,8,1
2014/7/20,25.6,8,1,21.9,8,1,65,8,1
2014/7/21,27.1,8,1,22.9,8,1,58,8,1
2014/7/22,26.1,8,1,22.6,8,1,73,8,1
2014/7/23,26.5,8,1,22.9,8,1,85,8,1
2014/7/24,30.8,8,1,25.7,8,1,62,8,1
2014/7/25,28.8,8,1,25.0,8,1,50,8,1
2014/7/26,23.7,8,1,21.4,8,1,76,8,1
2014/7/27,26.4,8,1,21.5,8,1,86,8,1
2014/7/28,24.3,8,1,20.6,8,1,76,8,1
2014/7/29,30.5,8,1,23.9,8,1,61,8,1
2014/7/30,32.4,8,1,24.9,8,1,59,8,1
2014/7/31,31.2,8,1,26.1,8,1,63,8,1
2014/8/1,31.6,8,1,25.4,8,1,70,8,1
2014/8/2,31.3,8,1,25.1,8,1,69,8,1
2014/8/3,31.3,8,1,25.8,8,1,72,8,1
2014/8/4,31.7,8,1,27.0,8,1,74,8,1
2014/8/5,26.3,8,1,24.9,8,1,90,8,1
2014/8/6,25.0,8,1,23.3,8,1,88,8,1
2014/8/7,25.7,8,1,22.4,8,1,87,8,1
2014/8/8,26.9,8,1,22.6,8,1,82,8,1
2014/8/9,27.7,8,1,23.3,8,1,73,8,1
2014/8/10,25.2,8,1,21.7,8,1,74,8,1
2014/8/11,28.3,8,1,23.5,8,1,79,8,1
2014/8/12,28.2,8,1,23.9,8,1,59,8,1
2014/8/13,27.8,8,1,23.3,8,1,62,8,1
2014/8/14,26.2,8,1,21.7,8,1,67,8,1
2014/8/15,23.3,8,1,20.9,8,1,74,8,1
2014/8/16,26.7,8,1,22.0,8,1,71,8,1
2014/8/17,27.8,8,1,22.3,8,1,67,8,1
2014/8/18,25.9,8,1,22.1,8,1,76,8,1
2014/8/19,22.0,8,1,20.6,8,1,88,8,1
2014/8/20,25.1,8,1,22.0,8,1,85,8,1
2014/8/21,27.2,8,1,22.7,8,1,73,8,1
2014/8/22,22.9,8,1,21.1,8,1,83,8,1
2014/8/23,29.2,8,1,23.8,8,1,78,8,1
2014/8/24,27.7,8,1,24.0,8,1,66,8,1
2014/8/25,23.0,8,1,19.3,8,1,74,8,1
2014/8/26,21.6,8,1,17.9,8,1,57,8,1
2014/8/27,23.2,8,1,18.6,8,1,66,8,1
2014/8/28,25.1,8,1,20.0,8,1,69,8,1
2014/8/29,26.9,8,1,20.6,8,1,61,8,1
2014/8/30,27.3,8,1,21.1,8,1,57,8,1
2014/8/31,27.0,8,1,20.9,8,1,63,8,1
2014/9/1,27.1,8,1,21.1,8,1,61,8,1
2014/9/2,27.5,8,1,21.8,8,1,64,8,1
2014/9/3,27.3,8,1,21.6,8,1,67,8,1
2014/9/4,20.7,8,1,18.7,8,1,84,8,1
2014/9/5,27.0,8,1,22.3,8,1,80,8,1
2014/9/6,27.4,8,1,23.0,8,1,54,8,1
2014/9/7,24.4,8,1,20.2,8,1,71,8,1
2014/9/8,24.7,8,1,20.3,8,1,71,8,1
2014/9/9,25.8,8,1,21.0,8,1,70,8,1
2014/9/10,22.5,8,1,19.8,8,1,77,8,1
2014/9/11,22.5,8,1,18.6,8,1,80,8,1
2014/9/12,24.2,8,1,18.6,8,1,75,8,1
2014/9/13,22.0,8,1,18.4,8,1,65,8,1
2014/9/14,19.3,8,1,15.7,8,1,63,8,1
2014/9/15,22.9,8,1,17.3,8,1,65,8,1
2014/9/16,21.8,8,1,17.4,8,1,66,8,1
2014/9/17,18.9,8,1,15.0,8,1,60,8,1
2014/9/18,19.0,8,1,14.8,8,1,66,8,1
2014/9/19,19.4,8,1,15.4,8,1,74,8,1
2014/9/20,21.0,8,1,15.4,8,1,73,8,1
2014/9/21,23.1,8,1,16.4,8,1,59,8,1
2014/9/22,22.4,8,1,16.5,8,1,66,8,1
2014/9/23,23.5,8,1,17.6,8,1,63,8,1
2014/9/24,22.9,8,1,18.1,8,1,66,8,1
2014/9/25,22.3,8,1,18.3,8,1,72,8,1
2014/9/26,19.9,8,1,16.0,8,1,57,8,1
2014/9/27,20.4,8,1,15.5,8,1,64,8,1
2014/9/28,24.1,8,1,18.7,8,1,64,8,1
2014/9/29,20.0,8,1,15.2,8,1,59,8,1
2014/9/30,20.9,8,1,13.0,8,1,71,8,1
2015/5/1,18.8,8,1,13.7,8,1,51,8,1
2015/5/2,22.1,8,1,16.0,8,1,30,8,1
2015/5/3,24.1,8,1,17.1,8,1,48,8,1
2015/5/4,22.1,8,1,15.0,8,1,70,8,1
2015/5/5,19.9,8,1,15.3,8,1,35,8,1
2015/5/6,20.8,8,1,15.8,8,1,35,8,1
2015/5/7,18.3,8,1,14.0,8,1,30,8,1
2015/5/8,20.2,8,1,12.4,8,1,42,8,1
2015/5/9,13.5,8,1,9.8,8,1,65,8,1
2015/5/10,14.0,8,1,10.3,8,1,61,8,1
2015/5/11,23.3,8,1,15.3,8,1,34,8,1
2015/5/12,21.9,8,1,13.6,8,1,49,8,1
2015/5/13,18.4,8,1,13.7,8,1,75,8,1
2015/5/14,12.8,8,1,9.7,8,1,80,8,1
2015/5/15,11.7,8,1,9.6,8,1,69,8,1
2015/5/16,14.0,8,1,10.4,8,1,80,8,1
2015/5/17,16.1,8,1,11.6,8,1,55,8,1
2015/5/18,21.1,8,1,14.9,8,1,43,8,1
2015/5/19,15.7,8,1,13.4,8,1,75,8,1
2015/5/20,18.3,8,1,12.5,8,1,70,8,1
2015/5/21,14.8,8,1,11.4,8,1,77,8,1
2015/5/22,22.6,8,1,15.2,8,1,62,8,1
2015/5/23,21.7,8,1,17.8,8,1,46,8,1
2015/5/24,18.3,8,1,14.5,8,1,48,8,1
2015/5/25,20.1,8,1,14.7,8,1,37,8,1
2015/5/26,21.2,8,1,13.9,8,1,73,8,1
2015/5/27,21.7,8,1,14.4,8,1,61,8,1
2015/5/28,22.6,8,1,15.7,8,1,61,8,1
2015/5/29,29.6,8,1,20.2,8,1,56,8,1
2015/5/30,26.5,8,1,20.6,8,1,68,8,1
2015/5/31,22.7,8,1,17.9,8,1,61,8,1
2015/6/1,27.8,8,1,20.5,8,1,36,8,1
2015/6/2,25.5,8,1,18.4,8,1,58,8,1
2015/6/3,23.8,8,1,17.6,8,1,73,8,1
2015/6/4,16.0,8,1,12.4,8,1,76,8,1
2015/6/5,12.9,8,1,10.4,8,1,80,8,1
2015/6/6,14.7,8,1,11.5,8,1,65,8,1
2015/6/7,16.1,8,1,13.0,8,1,63,8,1
2015/6/8,21.6,8,1,17.0,8,1,62,8,1
2015/6/9,17.7,8,1,15.5,8,1,80,8,1
2015/6/10,19.4,8,1,15.4,8,1,79,8,1
2015/6/11,16.7,8,1,13.9,8,1,85,8,1
2015/6/12,23.9,8,1,17.4,8,1,66,8,1
2015/6/13,21.0,8,1,17.6,8,1,77,8,1
2015/6/14,23.2,8,1,17.9,8,1,75,8,1
2015/6/15,22.6,8,1,17.7,8,1,79,8,1
2015/6/16,22.3,8,1,18.0,8,1,79,8,1
2015/6/17,26.3,8,1,21.0,8,1,65,8,1
2015/6/18,25.5,8,1,20.2,8,1,57,8,1
2015/6/19,24.7,8,1,19.0,8,1,65,8,1
2015/6/20,20.8,8,1,16.6,8,1,77,8,1
2015/6/21,25.3,8,1,18.4,8,1,66,8,1
2015/6/22,22.3,8,1,17.4,8,1,77,8,1
2015/6/23,21.1,8,1,16.7,8,1,88,8,1
2015/6/24,18.8,8,1,16.4,8,1,83,8,1
2015/6/25,20.3,8,1,17.4,8,1,80,8,1
2015/6/26,25.9,8,1,19.6,8,1,74,8,1
2015/6/27,20.2,8,1,17.8,8,1,70,8,1
2015/6/28,18.3,8,1,15.1,8,1,77,8,1
2015/6/29,17.9,8,1,15.5,8,1,84,8,1
2015/6/30,17.1,8,1,15.8,8,1,86,8,1
2015/7/1,19.7,8,1,17.0,8,1,84,8,1
2015/7/2,24.0,8,1,18.6,8,1,76,8,1
2015/7/3,23.4,8,1,17.8,8,1,69,8,1
2015/7/4,19.4,8,1,16.2,8,1,76,8,1
2015/7/5,23.1,8,1,18.1,8,1,71,8,1
2015/7/6,25.2,8,1,19.1,8,1,71,8,1
2015/7/7,22.1,8,1,16.7,8,1,74,8,1
2015/7/8,18.6,8,1,15.7,8,1,63,8,1
2015/7/9,25.4,8,1,18.2,8,1,62,8,1
2015/7/10,27.0,8,1,19.6,8,1,66,8,1
2015/7/11,30.7,8,1,22.0,8,1,62,8,1
2015/7/12,31.3,8,1,24.8,8,1,60,8,1
2015/7/13,26.7,8,1,23.8,8,1,61,8,1
2015/7/14,30.9,8,1,25.5,8,1,68,8,1
2015/7/15,22.8,8,1,17.0,8,1,73,8,1
2015/7/16,20.6,8,1,16.9,8,1,63,8,1
2015/7/17,28.3,8,1,21.3,8,1,54,8,1
2015/7/18,24.7,8,1,21.2,8,1,75,8,1
2015/7/19,26.1,8,1,21.5,8,1,84,8,1
2015/7/20,27.4,8,1,22.2,8,1,74,8,1
2015/7/21,25.9,8,1,22.2,8,1,80,8,1
2015/7/22,28.1,8,1,23.6,8,1,86,8,1
2015/7/23,27.9,8,1,23.9,8,1,86,8,1
2015/7/24,27.8,8,1,23.1,8,1,82,8,1
2015/7/25,25.4,8,1,23.0,8,1,84,8,1
2015/7/26,26.1,8,1,23.1,8,1,86,8,1
2015/7/27,29.8,8,1,25.1,8,1,79,8,1
2015/7/28,28.8,8,1,25.1,8,1,77,8,1
2015/7/29,28.7,8,1,25.0,8,1,79,8,1
2015/7/30,29.9,8,1,25.4,8,1,77,8,1
2015/7/31,30.0,8,1,26.4,8,1,74,8,1
2015/8/1,27.3,8,1,23.3,8,1,78,8,1
2015/8/2,29.0,8,1,23.5,8,1,70,8,1
2015/8/3,27.8,8,1,23.9,8,1,75,8,1
2015/8/4,31.9,8,1,26.6,8,1,71,8,1
2015/8/5,34.5,8,1,27.9,8,1,65,8,1
2015/8/6,26.5,8,1,24.7,8,1,87,8,1
2015/8/7,28.2,8,1,23.7,8,1,79,8,1
2015/8/8,26.7,8,1,23.1,8,1,70,8,1
2015/8/9,27.8,8,1,24.0,8,1,70,8,1
2015/8/10,29.5,8,1,25.5,8,1,77,8,1
2015/8/11,26.9,8,1,24.1,8,1,82,8,1
2015/8/12,27.8,8,1,23.6,8,1,80,8,1
2015/8/13,28.2,8,1,23.7,8,1,76,8,1
2015/8/14,28.7,8,1,24.0,8,1,68,8,1
2015/8/15,25.4,8,1,22.8,8,1,79,8,1
2015/8/16,26.4,8,1,23.0,8,1,79,8,1
2015/8/17,27.5,8,1,23.5,8,1,74,8,1
2015/8/18,22.5,8,1,18.4,8,1,87,8,1
2015/8/19,23.6,8,1,19.4,8,1,81,8,1
2015/8/20,23.3,8,1,20.5,8,1,77,8,1
2015/8/21,26.0,8,1,21.7,8,1,73,8,1
2015/8/22,27.7,8,1,23.2,8,1,72,8,1
2015/8/23,24.2,8,1,21.0,8,1,70,8,1
2015/8/24,25.4,8,1,20.5,8,1,63,8,1
2015/8/25,26.3,8,1,19.6,8,1,55,8,1
2015/8/26,21.7,8,1,19.4,8,1,65,8,1
2015/8/27,22.1,8,1,19.9,8,1,72,8,1
2015/8/28,23.0,8,1,19.6,8,1,65,8,1
2015/8/29,24.9,8,1,19.8,8,1,66,8,1
2015/8/30,23.5,8,1,19.8,8,1,71,8,1
2015/8/31,25.0,8,1,21.8,8,1,74,8,1
2015/9/1,26.3,8,1,21.8,8,1,73,8,1
2015/9/2,21.9,8,1,19.6,8,1,82,8,1
2015/9/3,27.0,8,1,22.5,8,1,67,8,1
2015/9/4,22.8,8,1,19.8,8,1,79,8,1
2015/9/5,22.5,8,1,18.1,8,1,67,8,1
2015/9/6,21.5,8,1,17.7,8,1,67,8,1
2015/9/7,24.6,8,1,19.4,8,1,67,8,1
2015/9/8,25.1,8,1,19.7,8,1,64,8,1
2015/9/9,22.0,8,1,19.0,8,1,62,8,1
2015/9/10,23.9,8,1,20.6,8,1,63,8,1
2015/9/11,26.0,8,1,21.9,8,1,67,8,1
2015/9/12,23.3,8,1,20.8,8,1,74,8,1
2015/9/13,18.6,8,1,15.9,8,1,85,8,1
2015/9/14,21.6,8,1,15.7,8,1,78,8,1
2015/9/15,22.9,8,1,16.9,8,1,67,8,1
2015/9/16,24.0,8,1,18.4,8,1,71,8,1
2015/9/17,23.1,8,1,18.8,8,1,62,8,1
2015/9/18,20.3,8,1,16.9,8,1,76,8,1
2015/9/19,19.9,8,1,16.5,8,1,82,8,1
2015/9/20,21.9,8,1,18.4,8,1,77,8,1
2015/9/21,24.1,8,1,18.7,8,1,75,8,1
2015/9/22,24.5,8,1,19.3,8,1,75,8,1
2015/9/23,26.2,8,1,19.3,8,1,71,8,1
2015/9/24,23.5,8,1,19.0,8,1,73,8,1
2015/9/25,22.5,8,1,18.8,8,1,69,8,1
2015/9/26,20.7,8,1,18.1,8,1,76,8,1
2015/9/27,21.8,8,1,17.8,8,1,73,8,1
2015/9/28,18.7,8,1,15.3,8,1,67,8,1
2015/9/29,16.6,8,1,12.9,8,1,68,8,1
2015/9/30,17.9,8,1,13.4,8,1,62,8,1
2016/5/1,10.6,8,1,6.3,8,1,59,8,1
2016/5/2,17.0,8,1,9.9,8,1,53,8,1
2016/5/3,24.1,8,1,16.4,8,1,60,8,1
2016/5/4,16.6,8,1,13.6,8,1,78,8,1
2016/5/5,15.0,8,1,12.0,8,1,68,8,1
2016/5/6,15.0,8,1,11.5,8,1,72,8,1
2016/5/7,16.3,8,1,12.5,8,1,67,8,1
2016/5/8,19.3,8,1,15.2,8,1,34,8,1
2016/5/9,19.8,8,1,14.1,8,1,42,8,1
2016/5/10,20.6,8,1,15.8,8,1,42,8,1
2016/5/11,13.6,8,1,11.4,8,1,81,8,1
2016/5/12,13.5,8,1,10.4,8,1,79,8,1
2016/5/13,24.2,8,1,15.6,8,1,54,8,1
2016/5/14,20.6,8,1,14.5,8,1,45,8,1
2016/5/15,18.5,8,1,14.7,8,1,26,8,1
2016/5/16,15.0,8,1,12.6,8,1,69,8,1
2016/5/17,21.9,8,1,16.5,8,1,54,8,1
2016/5/18,20.8,8,1,16.0,8,1,56,8,1
2016/5/19,24.1,8,1,17.6,8,1,51,8,1
2016/5/20,27.6,8,1,19.1,8,1,47,8,1
2016/5/21,29.7,8,1,19.9,8,1,43,8,1
2016/5/22,27.9,8,1,18.6,8,1,61,8,1
2016/5/23,23.5,8,1,17.2,8,1,64,8,1
2016/5/24,23.6,8,1,16.9,8,1,55,8,1
2016/5/25,19.8,8,1,16.9,8,1,71,8,1
2016/5/26,24.7,8,1,19.8,8,1,56,8,1
2016/5/27,22.1,8,1,17.3,8,1,47,8,1
2016/5/28,23.2,8,1,15.5,8,1,55,8,1
2016/5/29,18.8,8,1,14.2,8,1,67,8,1
2016/5/30,20.9,8,1,16.2,8,1,57,8,1
2016/5/31,19.6,8,1,15.1,8,1,77,8,1
2016/6/1,17.1,8,1,11.7,8,1,80,8,1
2016/6/2,12.6,8,1,10.8,8,1,64,8,1
2016/6/3,12.6,8,1,11.3,8,1,78,8,1
2016/6/4,17.9,8,1,13.4,8,1,83,8,1
2016/6/5,15.9,8,1,12.2,8,1,66,8,1
2016/6/6,22.1,8,1,14.7,8,1,58,8,1
2016/6/7,25.1,8,1,18.6,8,1,52,8,1
2016/6/8,20.5,8,1,17.2,8,1,73,8,1
2016/6/9,19.4,8,1,16.6,8,1,85,8,1
2016/6/10,17.7,8,1,14.8,8,1,82,8,1
2016/6/11,19.6,8,1,15.2,8,1,75,8,1
2016/6/12,19.6,8,1,16.1,8,1,70,8,1
2016/6/13,17.5,8,1,16.5,8,1,80,8,1
2016/6/14,17.6,8,1,15.9,8,1,77,8,1
2016/6/15,20.0,8,1,16.8,8,1,70,8,1
2016/6/16,17.6,8,1,15.2,8,1,79,8,1
2016/6/17,20.0,8,1,16.1,8,1,88,8,1
2016/6/18,16.2,8,1,14.0,8,1,86,8,1
2016/6/19,21.6,8,1,16.9,8,1,73,8,1
2016/6/20,20.8,8,1,17.7,8,1,85,8,1
2016/6/21,25.4,8,1,20.3,8,1,72,8,1
2016/6/22,24.0,8,1,19.8,8,1,73,8,1
2016/6/23,24.0,8,1,19.1,8,1,65,8,1
2016/6/24,21.5,8,1,17.9,8,1,64,8,1
2016/6/25,18.1,8,1,15.8,8,1,82,8,1
2016/6/26,18.6,8,1,15.8,8,1,80,8,1
2016/6/27,21.8,8,1,16.5,8,1,71,8,1
2016/6/28,26.6,8,1,19.5,8,1,65,8,1
2016/6/29,28.4,8,1,21.1,8,1,63,8,1
2016/6/30,28.2,8,1,21.6,8,1,65,8,1
2016/7/1,26.9,8,1,22.1,8,1,66,8,1
2016/7/2,23.8,8,1,20.4,8,1,82,8,1
2016/7/3,26.1,8,1,21.2,8,1,71,8,1
2016/7/4,19.1,8,1,16.5,8,1,75,8,1
2016/7/5,23.3,8,1,17.7,8,1,70,8,1
2016/7/6,20.7,8,1,16.8,8,1,69,8,1
2016/7/7,24.7,8,1,18.6,8,1,68,8,1
2016/7/8,24.0,8,1,19.5,8,1,71,8,1
2016/7/9,24.6,8,1,20.9,8,1,73,8,1
2016/7/10,20.8,8,1,18.4,8,1,89,8,1
2016/7/11,22.1,8,1,17.8,8,1,79,8,1
2016/7/12,24.1,8,1,19.6,8,1,74,8,1
2016/7/13,28.3,8,1,21.8,8,1,70,8,1
2016/7/14,26.4,8,1,21.2,8,1,65,8,1
2016/7/15,26.8,8,1,21.6,8,1,69,8,1
2016/7/16,27.0,8,1,21.9,8,1,73,8,1
2016/7/17,21.9,8,1,20.1,8,1,76,8,1
2016/7/18,25.6,8,1,22.0,8,1,72,8,1
2016/7/19,21.4,8,1,19.9,8,1,87,8,1
2016/7/20,25.0,8,1,20.8,8,1,77,8,1
2016/7/21,27.6,8,1,21.2,8,1,73,8,1
2016/7/22,25.5,8,1,20.7,8,1,73,8,1
2016/7/23,26.9,8,1,20.7,8,1,69,8,1
2016/7/24,26.5,8,1,20.6,8,1,68,8,1
2016/7/25,25.8,8,1,21.1,8,1,71,8,1
2016/7/26,26.8,8,1,22.1,8,1,71,8,1
2016/7/27,21.6,8,1,20.6,8,1,86,8,1
2016/7/28,25.5,8,1,22.8,8,1,87,8,1
2016/7/29,26.5,8,1,23.2,8,1,88,8,1
2016/7/30,28.5,8,1,24.6,8,1,78,8,1
2016/7/31,30.5,8,1,25.4,8,1,76,8,1
2016/8/1,31.2,8,1,26.5,8,1,74,8,1
2016/8/2,29.3,8,1,25.1,8,1,82,8,1
2016/8/3,30.0,8,1,25.0,8,1,80,8,1
2016/8/4,29.6,8,1,24.9,8,1,74,8,1
2016/8/5,27.0,8,1,23.5,8,1,68,8,1
2016/8/6,29.8,8,1,23.2,8,1,63,8,1
2016/8/7,31.7,8,1,25.9,8,1,67,8,1
2016/8/8,30.4,8,1,26.5,8,1,73,8,1
2016/8/9,26.3,8,1,23.0,8,1,70,8,1
2016/8/10,25.7,8,1,22.3,8,1,68,8,1
2016/8/11,29.0,8,1,23.4,8,1,66,8,1
2016/8/12,30.0,8,1,24.1,8,1,69,8,1
2016/8/13,30.1,8,1,24.2,8,1,60,8,1
2016/8/14,28.9,8,1,24.4,8,1,64,8,1
2016/8/15,29.2,8,1,24.8,8,1,72,8,1
2016/8/16,27.1,8,1,24.2,8,1,79,8,1
2016/8/17,23.3,8,1,22.2,8,1,92,8,1
2016/8/18,29.3,8,1,24.5,8,1,75,8,1
2016/8/19,27.5,8,1,24.3,8,1,78,8,1
2016/8/20,26.6,8,1,23.4,8,1,89,8,1
2016/8/21,29.0,8,1,24.7,8,1,86,8,1
2016/8/22,24.9,8,1,23.9,8,1,90,8,1
2016/8/23,26.3,8,1,22.7,8,1,83,8,1
2016/8/24,28.6,8,1,23.1,8,1,69,8,1
2016/8/25,29.1,8,1,23.7,8,1,73,8,1
2016/8/26,24.7,8,1,20.5,8,1,72,8,1
2016/8/27,24.3,8,1,20.3,8,1,59,8,1
2016/8/28,26.0,8,1,20.5,8,1,61,8,1
2016/8/29,31.9,8,1,25.8,8,1,64,8,1
2016/8/30,31.0,8,1,27.1,8,1,68,8,1
2016/8/31,28.2,8,1,24.1,8,1,77,8,1
2016/9/1,31.1,8,1,25.8,8,1,67,8,1
2016/9/2,30.3,8,1,24.2,8,1,76,8,1
2016/9/3,26.3,8,1,23.5,8,1,74,8,1
2016/9/4,26.3,8,1,22.8,8,1,71,8,1
2016/9/5,27.8,8,1,23.7,8,1,74,8,1
2016/9/6,25.1,8,1,23.3,8,1,87,8,1
2016/9/7,27.7,8,1,22.6,8,1,76,8,1
2016/9/8,21.1,8,1,18.5,8,1,77,8,1
2016/9/9,21.1,8,1,17.9,8,1,83,8,1
2016/9/10,22.3,8,1,18.6,8,1,85,8,1
2016/9/11,21.9,8,1,18.3,8,1,71,8,1
2016/9/12,22.5,8,1,18.2,8,1,65,8,1
2016/9/13,21.7,8,1,18.9,8,1,70,8,1
2016/9/14,22.7,8,1,19.3,8,1,71,8,1
2016/9/15,24.3,8,1,19.8,8,1,79,8,1
2016/9/16,26.6,8,1,21.0,8,1,68,8,1
2016/9/17,21.8,8,1,18.1,8,1,75,8,1
2016/9/18,18.2,8,1,15.3,8,1,74,8,1
2016/9/19,19.1,8,1,14.9,8,1,71,8,1
2016/9/20,22.0,8,1,16.1,8,1,60,8,1
2016/9/21,21.6,8,1,16.3,8,1,57,8,1
2016/9/22,20.1,8,1,16.4,8,1,70,8,1
2016/9/23,17.8,8,1,16.3,8,1,88,8,1
2016/9/24,24.2,8,1,18.6,8,1,78,8,1
2016/9/25,26.6,8,1,20.9,8,1,66,8,1
2016/9/26,25.8,8,1,20.3,8,1,63,8,1
2016/9/27,26.4,8,1,19.9,8,1,59,8,1
2016/9/28,23.1,8,1,19.0,8,1,82,8,1
2016/9/29,19.3,8,1,16.1,8,1,66,8,1
2016/9/30,22.5,8,1,16.6,8,1,58,8,1
2017/5/1,13.3,8,1,9.2,8,1,67,8,1
2017/5/2,14.2,8,1,9.5,8,1,71,8,1
2017/5/3,23.6,8,1,15.2,8,1,35,8,1
2017/5/4,26.1,8,1,18.1,8,1,34,8,1
2017/5/5,24.8,8,1,17.7,8,1,48,8,1
2017/5/6,21.8,8,1,14.5,8,1,49,8,1
2017/5/7,17.3,8,1,13.0,8,1,34,8,1
2017/5/8,13.4,8,1,9.7,8,1,58,8,1
2017/5/9,19.7,8,1,12.5,8,1,50,8,1
2017/5/10,18.5,8,1,13.1,8,1,59,8,1
2017/5/11,16.4,8,1,13.1,8,1,85,8,1
2017/5/12,19.9,8,1,14.2,8,1,73,8,1
2017/5/13,15.5,8,1,11.5,8,1,51,8,1
2017/5/14,12.3,8,1,9.8,8,1,52,8,1
2017/5/15,13.9,8,1,10.2,8,1,70,8,1
2017/5/16,13.9,8,1,11.1,8,1,78,8,1
2017/5/17,20.4,8,1,14.2,8,1,65,8,1
2017/5/18,25.4,8,1,18.0,8,1,49,8,1
2017/5/19,27.7,8,1,19.8,8,1,39,8,1
2017/5/20,25.4,8,1,17.2,8,1,57,8,1
2017/5/21,23.9,8,1,16.4,8,1,66,8,1
2017/5/22,16.9,8,1,14.6,8,1,76,8,1
2017/5/23,17.4,8,1,14.6,8,1,65,8,1
2017/5/24,16.7,8,1,13.4,8,1,80,8,1
2017/5/25,19.4,8,1,14.6,8,1,76,8,1
2017/5/26,24.2,8,1,17.1,8,1,67,8,1
2017/5/27,17.3,8,1,14.8,8,1,86,8,1
2017/5/28,15.7,8,1,13.0,8,1,87,8,1
2017/5/29,25.7,8,1,17.9,8,1,65,8,1
2017/5/30,26.0,8,1,20.0,8,1,59,8,1
2017/5/31,24.0,8,1,17.6,8,1,66,8,1
2017/6/1,19.1,8,1,16.5,8,1,84,8,1
2017/6/2,21.6,8,1,16.4,8,1,73,8,1
2017/6/3,13.6,8,1,10.6,8,1,71,8,1
2017/6/4,12.0,8,1,9.6,8,1,81,8,1
2017/6/5,17.1,8,1,11.8,8,1,71,8,1
2017/6/6,23.8,8,1,15.1,8,1,63,8,1
2017/6/7,22.0,8,1,16.0,8,1,58,8,1
2017/6/8,20.3,8,1,16.2,8,1,74,8,1
2017/6/9,25.0,8,1,19.2,8,1,57,8,1
2017/6/10,16.5,8,1,14.4,8,1,82,8,1
2017/6/11,18.4,8,1,13.0,8,1,77,8,1
2017/6/12,15.2,8,1,11.7,8,1,63,8,1
2017/6/13,19.7,8,1,14.2,8,1,65,8,1
2017/6/14,24.8,8,1,16.6,8,1,65,8,1
2017/6/15,16.9,8,1,14.8,8,1,79,8,1
2017/6/16,22.1,8,1,17.1,8,1,70,8,1
2017/6/17,21.1,8,1,16.1,8,1,74,8,1
